,movieId,rating,months_w_data
851,1710,29,24
852,1711,5224,243
853,1713,2792,246
854,1714,37,21
855,1715,105,61
856,1716,33,26
857,1717,8658,250
858,1718,56,32
859,1719,4005,245
860,1720,68,40
861,1721,44787,250
862,1722,14906,250
863,1723,68,37
864,1724,47,29
865,1725,158,64
866,1726,2644,248
867,1727,2651,248
868,1728,251,93
869,1729,14064,250
870,1730,1935,221
871,1731,886,219
872,1732,29805,248
873,1733,570,110
874,1734,1964,231
875,1735,3458,244
876,1738,18,13
877,1739,668,184
878,1740,21,13
879,1742,29,22
880,1743,56,35
881,1744,503,113
882,1746,487,163
883,1747,12474,250
884,1748,13705,248
885,1749,99,68
886,1750,375,113
887,1752,1888,225
888,1753,2836,249
889,1754,4323,248
890,1755,675,171
891,1756,538,173
892,1757,605,176
893,1759,396,126
894,1760,3193,250
895,1762,1563,220
896,1764,20,16
897,1765,31,21
898,1767,237,118
899,1768,53,40
900,1769,2933,222
901,1770,228,96
902,1771,398,138
903,1772,3357,248
904,1773,127,84
905,1774,19,13
906,1776,17,13
907,1777,16498,248
908,1779,7226,248
909,1780,150,82
910,1781,10,9
911,1782,42,33
912,1783,1362,157
913,1784,26316,248
914,1787,25,17
915,1788,705,115
916,1789,21,20
917,1791,574,188
918,1792,5638,246
919,1793,133,73
920,1794,1256,139
921,1795,72,60
922,1796,42,30
923,1797,2030,210
924,1798,352,136
925,1799,2430,237
926,1801,7254,246
927,1804,842,170
928,1805,9155,246
929,1806,1142,204
930,1807,173,83
931,1809,1184,234
932,1810,4249,235
933,1811,90,50
934,1812,236,99
935,1814,250,91
936,1815,17,16
937,1816,759,157
938,1817,95,56
939,1819,26,25
940,1820,72,49
941,1821,1765,212
942,1822,187,88
943,1824,505,123
944,1825,230,94
945,1826,444,165
946,1827,1095,194
947,1829,293,94
948,1830,14,10
949,1831,9112,246
950,1832,51,40
951,1833,2777,241
952,1834,4806,240
953,1835,6559,245
954,1836,1676,203
955,1837,594,131
956,1839,610,153
957,1840,1837,221
958,1841,785,149
959,1842,25,20
960,1843,46,33
961,1844,712,208
962,1845,2531,227
963,1846,328,129
964,1847,5,5
965,1848,1686,224
966,1849,56,43
967,1850,107,47
968,1851,18,15
969,1852,17,14
970,1853,171,86
971,1854,439,127
972,1855,854,166
973,1856,649,152
974,1857,240,98
975,1858,1440,216
976,1859,466,186
977,1860,536,159
978,1861,114,49
979,1862,2443,236
980,1863,1140,179
981,1864,118,76
982,1865,426,100
983,1866,1840,207
984,1867,294,99
985,1869,498,156
986,1870,405,96
987,1871,79,40
988,1872,80,48
989,1873,3360,237
990,1874,199,72
991,1875,1089,161
992,1876,14511,244
993,1877,59,29
994,1878,170,79
995,1879,266,93
996,1880,351,155
997,1881,774,196
998,1882,9913,244
999,1883,5559,229
1000,1884,11197,244
1001,1885,4569,219
1002,1886,95,58
1003,1887,656,190
1004,1888,3494,232
1005,1889,1873,230
1006,1890,75,37
1007,1891,117,73
1008,1892,5221,239
1009,1893,211,105
1010,1894,6403,244
1011,1895,3799,241
1012,1896,294,81
1013,1897,1128,185
1014,1898,129,62
1015,1899,100,47
1016,1900,900,222
1017,1901,75,40
1018,1902,300,106
1019,1903,70,37
1020,1904,991,175
1021,1905,49,32
1022,1906,272,93
1023,1907,12173,244
1024,1908,60,33
1025,1909,14472,244
1026,1910,317,87
1027,1911,8917,244
1028,1912,8820,243
1029,1914,2871,213
1030,1915,45,24
1031,1916,3426,242
1032,1917,26818,243
1033,1918,11088,243
1034,1919,1019,191
1035,1920,4698,241
1036,1921,11000,243
1037,1922,239,68
1038,1923,28747,243
1039,2006,16837,243
1040,2007,444,106
1041,2008,105,51
1042,2025,2895,243
1043,2026,1329,203
1044,2027,1172,182
1045,2028,54027,243
1046,2029,533,137
1047,2030,48,25
1048,2058,10474,243
1049,2059,4359,243
1050,2060,3062,242
1051,2061,149,84
1052,2062,460,97
1053,2063,87,43
1054,2103,246,115
1055,2107,2604,240
1056,2125,7145,243
1057,2126,5485,239
1058,2127,45,29
1059,2128,255,105
1060,2129,79,48
1061,2152,870,199
1062,2153,3034,241
1063,2154,1180,175
1064,2155,1990,207
1065,2156,73,46
1066,2157,138,58
1067,2158,225,81
1068,2165,1037,173
1069,2166,1078,171
1070,2167,14719,242
1071,2168,574,141
1072,2169,1207,199
1073,2170,1009,201
1074,2171,1258,162
1075,2172,126,84
1076,2175,128,77
1077,2188,2390,214
1078,2189,203,112
1079,2190,348,91
1080,2191,105,53
1081,2192,72,57
1082,2195,1248,216
1083,2196,357,134
1084,2197,167,88
1085,2198,71,45
1086,2199,88,50
1087,2231,7955,241
1088,2232,8058,241
1089,2233,67,54
1090,2234,75,38
1091,2235,44,29
1092,2236,2065,226
1093,2237,435,154
1094,2271,561,140
1095,2272,986,162
1096,2273,13050,241
1097,2274,18,15
1098,2275,754,195
1099,2276,393,93
1100,2277,9,7
1101,2278,12317,241
1102,2279,2986,236
1103,2280,939,163
1104,2281,109,55
1105,2282,2402,200
1106,2292,206,113
1107,2293,87,43
1108,2294,12974,240
1109,2295,549,125
1110,2296,2600,237
1111,2297,5042,240
1112,2298,184,110
1113,2304,124,82
1114,2305,223,105
1115,2306,1047,187
1116,2307,215,56
1117,2309,45,26
1118,2310,1028,184
1119,2314,721,139
1120,2315,2148,230
1121,2316,3366,240
1122,2317,73,50
1123,2318,5079,239
1124,2319,25,18
1125,2320,1947,227
1126,2321,15974,240
1127,2322,2529,233
1128,2323,261,99
1129,2324,26995,240
1130,2325,1941,233
1131,2326,49,32
1132,2328,1874,224
1133,2329,34110,239
1134,2330,867,179
1135,2331,1290,140
1136,2332,213,106
1137,2333,4805,231
1138,2334,3430,229
1139,2335,7655,239
1140,2336,10507,240
1141,2337,1550,226
1142,2338,5204,239
1143,2339,393,147
1144,2340,6860,239
1145,2341,318,94
1146,2342,273,108
1147,2343,27,22
1148,2353,18459,239
1149,2354,1561,236
1150,2355,25521,239
1151,2356,1265,199
1152,2357,2632,234
1153,2358,143,104
1154,2359,7740,238
1155,2360,2742,238
1156,2384,6423,239
1157,2385,1074,166
1158,2386,657,159
1159,2387,2530,229
1160,2388,183,93
1161,2389,3536,239
1162,2390,2679,220
1163,2391,7387,237
1164,2392,1937,226
1165,2393,10066,239
1166,2394,8314,239
1167,2395,16768,238
1168,2396,27336,238
1169,2424,14625,238
1170,2425,627,157
1171,2426,172,73
1172,2427,10167,238
1173,2428,6947,238
1174,2429,1724,222
1175,2431,7900,238
1176,2432,2736,238
1177,2433,4339,218
1178,2434,286,71
1179,2435,713,141
1180,2436,1406,176
1181,2437,865,193
1182,2438,18,16
1183,2439,1722,193
1184,2440,390,120
1185,2441,213,84
1186,2442,1432,168
1187,2443,1323,188
1188,2444,88,63
1189,2445,846,183
1190,2446,655,165
1191,2447,3402,228
1192,2448,1576,207
1193,2479,341,103
1194,2480,40,29
1195,2481,472,125
1196,2482,370,124
1197,2483,381,173
1198,2484,15,12
1199,2485,7285,236
1200,2486,75,39
1201,2487,119,63
1202,2489,25,17
1203,2490,9885,236
1204,2491,948,176
1205,2492,847,126
1206,2493,277,97
1207,2494,212,89
1208,2496,4541,234
1209,2497,2245,228
1210,2498,1020,194
1211,2499,401,95
1212,2500,1230,206
1213,2501,9156,236
1214,2502,25628,236
1215,2503,130,78
1216,2504,1718,207
1217,2505,4764,236
1218,2506,1501,190
1219,2507,495,143
1220,2508,23,21
1221,2509,177,86
1222,2510,79,54
1223,2538,46,29
1224,2539,11112,236
1225,2540,1150,162
1226,2541,10942,236
1227,2542,20843,236
1228,2543,59,38
1229,2544,135,64
1230,2545,151,65
1231,2546,1118,160
1232,2547,21,18
1233,2548,936,183
1234,2549,1765,209
1235,2555,1613,223
1236,2556,49,33
1237,2557,310,155
1238,2558,2270,222
1239,2559,440,148
1240,2560,1729,224
1241,2561,1278,196
1242,2562,270,110
1243,2563,971,199
1244,2564,23,13
1245,2566,326,143
1246,2567,4526,226
1247,2568,1582,182
1248,2569,62,41
1249,2570,839,141
1250,2571,84545,235
1251,2572,15584,235
1252,2573,343,93
1253,2574,1594,165
1254,2575,1444,153
1255,2576,40,24
1256,2577,253,90
1257,2578,103,52
1258,2579,1769,215
1259,2580,9461,235
1260,2581,9376,235
1261,2583,2053,172
1262,2584,25,23
1263,2585,667,194
1264,2586,183,71
1265,2587,1043,194
1266,2588,19,12
1267,2589,370,73
1268,2590,646,136
1269,2591,39,29
1270,2592,36,27
1271,2594,2952,234
1272,2595,22,20
1273,2596,1759,232
1274,2597,526,138
1275,2598,4269,222
1276,2599,15542,233
1277,2600,6337,232
1278,2601,21,16
1279,2603,37,28
1280,2604,30,19
1281,2605,10326,234
1282,2606,2151,223
1283,2607,672,182
1284,2608,54,43
1285,2609,503,133
1286,2610,409,92
1287,2611,1287,158
1288,2617,21696,233
1289,2618,1376,219
1290,2619,17,14
1291,2620,260,76
1292,2621,448,115
1293,2622,4249,229
1294,2623,54,38
1295,2624,837,203
1296,2625,693,166
1297,2626,315,118
1298,2627,116,60
1299,2628,37179,233
1300,2629,942,130
1301,2630,412,102
1302,2631,41,32
1303,2671,16364,233
1304,2672,4799,233
1305,2673,153,90
1306,2674,197,74
1307,2675,104,55
1308,2676,2203,215
1309,2677,3041,228
1310,2678,201,79
1311,2679,61,41
1312,2680,37,19
1313,2681,472,129
1314,2682,804,131
1315,2683,28715,232
1316,2684,33,21
1317,2685,64,44
1318,2686,6984,231
1319,2687,7475,232
1320,2688,6870,230
1321,2689,249,72
1322,2690,3126,212
1323,2691,875,215
1324,2692,21153,232
1325,2693,1914,198
1326,2694,11769,232
1327,2695,115,57
1328,2696,1446,224
1329,2697,406,95
1330,2698,31,23
1331,2700,20341,232
1332,2701,13580,232
1333,2702,3481,220
1334,2703,40,28
1335,2705,133,53
1336,2706,28303,232
1337,2707,8198,232
1338,2708,602,114
1339,2709,2104,213
1340,2710,22775,231
1341,2711,338,85
1342,2712,18712,231
1343,2713,4626,231
1344,2714,632,123
1345,2715,136,58
1346,2718,3499,224
1347,2719,5530,228
1348,2720,4920,231
1349,2721,710,151
1350,2722,9269,231
1351,2723,9868,231
1352,2724,10551,231
1353,2725,752,138
1354,2759,3138,206
1355,2760,53,24
1356,2761,11116,230
1357,2762,52270,230
1358,2763,14291,230
1359,2765,301,137
1360,2766,295,95
1361,2767,295,69
1362,2768,82,41
1363,2769,768,156
1364,2770,11558,228
1365,2771,1768,200
1366,2772,2271,221
1367,2773,100,51
1368,2774,778,175
1369,2775,173,86
1370,2776,150,40
1371,2778,210,100
1372,2793,2386,219
1373,2801,899,157
1374,2805,5545,230
1375,2806,1918,208
1376,2807,1452,215
1377,2809,290,108
1378,2810,1711,227
1379,2811,44,26
1380,2812,347,89
1381,2813,143,51
1382,2818,482,109
1383,2824,148,68
1384,2825,72,40
1385,2826,9112,230
1386,2827,3353,228
1387,2828,1047,185
1388,2829,1771,167
1389,2830,147,55
1390,2831,100,34
1391,2832,40,27
1392,2833,184,60
1393,2834,208,87
1394,2835,506,132
1395,2836,1395,167
1396,2837,212,89
1397,2838,30,11
1398,2839,216,72
1399,2840,6047,229
1400,2841,5071,226
1401,2842,442,130
1402,2843,1807,229
1403,2844,592,134
1404,2845,52,32
1405,2858,60820,229
1406,2860,2270,224
1407,2861,2613,207
1408,2864,191,78
1409,2865,151,41
1410,2873,228,80
1411,2881,9427,229
1412,2882,1076,166
1413,2883,1936,173
1414,2884,315,86
1415,2885,583,103
1416,2886,425,134
1417,2887,127,88
1418,2888,1289,203
1419,2889,2041,199
1420,2890,14396,229
1421,2891,1456,168
1422,2892,169,100
1423,2893,518,127
1424,2894,577,155
1425,2906,1801,170
1426,2907,1783,209
1427,2908,9559,229
1428,2909,24,17
1429,2910,68,35
1430,2911,109,51
1431,2912,3619,225
1432,2913,235,119
1433,2914,144,82
1434,2930,99,70
1435,2952,2037,249
1436,2958,9,6
1437,2959,65678,228
1438,2960,98,38
1439,2961,2046,186
1440,2962,524,172
1441,2963,132,54
1442,2964,280,133
1443,2965,449,114
1444,2966,4237,228
1445,2974,686,171
1446,2975,682,113
1447,2976,4028,224
1448,2977,444,125
1449,2978,1089,179
1450,2979,343,100
1451,2980,19,8
1452,2994,82,44
1453,2995,3401,223
1454,2996,855,156
1455,2997,33390,228
1456,2998,83,41
1457,2999,100,47
1458,3000,13865,228
1459,3001,83,49
1460,3002,468,184
1461,3003,203,110
1462,3004,1849,196
1463,3005,8316,228
1464,3006,10555,228
1465,3007,2289,222
1466,3008,790,191
1467,3009,28,21
1468,3010,400,142
1469,3046,641,153
1470,3050,136,66
1471,3051,1334,194
1472,3052,19617,228
1473,3053,2956,216
