,movieId,rating,months_w_data
358,1513,9798,257
359,1514,139,80
360,1515,4617,257
361,1516,483,114
362,1517,26784,256
363,1518,3296,242
364,1519,128,74
365,1520,157,75
366,1522,39,26
367,1523,370,120
368,1525,358,115
369,1526,856,193
370,1527,36269,256
371,1528,30,24
372,1529,286,154
373,1531,77,46
374,1532,70,40
375,1533,346,122
376,1535,783,134
377,1537,4644,250
378,1538,147,75
379,1539,303,119
380,1541,2285,233
381,1542,2286,227
382,1543,78,35
383,1544,17684,256
384,1545,663,169
385,1546,455,179
386,1547,300,122
387,1548,42,34
388,1550,718,144
389,1551,336,121
390,1552,17080,255
391,1553,37,26
392,1554,1391,210
393,1556,6276,255
394,1557,24,17
395,1558,36,28
396,1559,16,12
397,1561,42,32
398,1562,11569,255
399,1563,224,92
400,1564,290,121
401,1565,260,108
402,1566,7688,255
403,1567,83,56
404,1568,13,10
405,1569,12436,255
406,1571,483,127
407,1573,22272,255
408,1574,131,69
409,1575,165,78
410,1577,38,36
411,1578,28,21
412,1579,43,33
413,1580,44287,254
414,1581,683,149
415,1582,519,145
416,1583,279,119
417,1584,24808,254
418,1585,218,80
419,1586,8491,254
420,1588,5125,254
421,1589,5830,252
422,1590,8511,253
423,1591,6508,254
424,1592,1641,247
425,1593,1820,235
426,1594,2743,235
427,1595,1103,213
428,1596,528,123
429,1597,12683,254
430,1598,1004,183
431,1599,601,186
432,1600,732,155
433,1601,696,150
434,1602,496,165
435,1603,3440,246
436,1604,865,184
437,1605,975,190
438,1606,930,179
439,1608,17114,253
440,1609,807,218
441,1612,484,101
442,1613,270,73
443,1614,5198,247
444,1615,2821,245
445,1616,4531,246
446,1617,32553,253
447,1619,5962,253
448,1620,5471,251
449,1621,754,151
450,1622,63,37
451,1623,1175,216
452,1624,525,118
453,1625,20986,253
454,1626,817,176
455,1627,2858,245
456,1628,53,41
457,1629,983,178
458,1630,20,12
459,1631,521,177
460,1632,183,75
461,1633,2599,200
462,1635,6280,252
463,1636,88,48
464,1639,16300,253
465,1640,546,120
466,1641,17621,253
467,1642,724,110
468,1643,2894,234
469,1644,9343,252
470,1645,15215,252
471,1646,924,200
472,1647,720,142
473,1648,1665,214
474,1649,1532,186
475,1650,462,114
476,1651,157,78
477,1652,91,63
478,1653,24537,252
479,1654,688,157
480,1655,775,192
481,1656,141,76
482,1657,164,62
483,1658,2004,237
484,1659,104,54
485,1660,1328,167
486,1661,675,168
487,1662,243,99
488,1664,78,52
489,1665,4216,251
490,1666,151,71
491,1667,1149,188
492,1668,317,111
493,1669,342,110
494,1670,762,144
495,1671,307,116
496,1672,4651,246
497,1673,16149,251
498,1675,131,72
499,1676,19257,251
500,1677,183,76
501,1679,204,96
502,1680,8480,250
503,1681,2616,250
504,1682,36016,250
505,1683,2016,190
506,1684,652,139
507,1685,97,64
508,1686,1048,182
509,1687,5644,251
510,1688,5216,251
511,1689,2237,240
512,1690,13736,250
513,1693,5677,250
514,1694,3193,226
515,1695,218,102
516,1696,285,146
517,1698,58,43
518,1699,1215,182
519,1701,3368,241
520,1702,5169,250
521,1703,794,194
522,1704,42769,250
523,1705,18,15
524,1706,18,15
525,1707,3445,250
526,1708,18,11
527,1709,33,18
528,1710,29,24
529,1711,5224,243
530,1713,2792,246
531,1714,37,21
532,1715,105,61
533,1717,8658,250
534,1718,56,32
535,1719,4005,245
536,1721,44787,250
537,1722,14906,250
538,1723,68,37
539,1724,47,29
540,1725,158,64
541,1726,2644,248
542,1727,2651,248
543,1728,251,93
544,1729,14064,250
545,1730,1935,221
546,1731,886,219
547,1732,29805,248
548,1733,570,110
549,1734,1964,231
550,1735,3458,244
551,1738,18,13
552,1739,668,184
553,1740,21,13
554,1742,29,22
555,1743,56,35
556,1744,503,113
557,1746,487,163
558,1747,12474,250
559,1748,13705,248
560,1749,99,68
561,1750,375,113
562,1752,1888,225
563,1753,2836,249
564,1754,4323,248
565,1755,675,171
566,1756,538,173
567,1759,396,126
568,1760,3193,250
569,1762,1563,220
570,1764,20,16
571,1765,31,21
572,1767,237,118
573,1768,53,40
574,1769,2933,222
575,1770,228,96
576,1771,398,138
577,1772,3357,248
578,1774,19,13
579,1776,17,13
580,1777,16498,248
581,1779,7226,248
582,1780,150,82
583,1781,10,9
584,1782,42,33
585,1783,1362,157
586,1784,26316,248
587,1787,25,17
588,1788,705,115
589,1791,574,188
590,1792,5638,246
591,1793,133,73
592,1794,1256,139
593,1796,42,30
594,1797,2030,210
595,1798,352,136
596,1799,2430,237
597,1801,7254,246
598,1804,842,170
599,1805,9155,246
600,1806,1142,204
601,1807,173,83
602,1809,1184,234
603,1810,4249,235
604,1811,90,50
605,1812,236,99
606,1814,250,91
607,1815,17,16
608,1816,759,157
609,1817,95,56
610,1819,26,25
611,1820,72,49
612,1821,1765,212
613,1822,187,88
614,1824,505,123
615,1825,230,94
616,1826,444,165
617,1827,1095,194
618,1829,293,94
619,1830,14,10
620,1831,9112,246
621,1832,51,40
622,1833,2777,241
623,1834,4806,240
624,1835,6559,245
625,1836,1676,203
626,1837,594,131
627,1839,610,153
628,1840,1837,221
629,1841,785,149
630,1842,25,20
631,1843,46,33
632,1844,712,208
633,1845,2531,227
634,1846,328,129
635,1847,5,5
636,1848,1686,224
637,1849,56,43
638,1850,107,47
639,1851,18,15
640,1852,17,14
641,1853,171,86
642,1854,439,127
643,1855,854,166
644,1856,649,152
645,1857,240,98
646,1858,1440,216
647,1859,466,186
648,1860,536,159
649,1861,114,49
650,1862,2443,236
651,1863,1140,179
652,1864,118,76
653,1865,426,100
654,1866,1840,207
655,1867,294,99
656,1869,498,156
657,1870,405,96
658,1871,79,40
659,1873,3360,237
660,1874,199,72
661,1875,1089,161
662,1876,14511,244
663,1877,59,29
664,1878,170,79
665,1879,266,93
666,1880,351,155
667,1881,774,196
668,1882,9913,244
669,1883,5559,229
670,1884,11197,244
671,1885,4569,219
672,1886,95,58
673,1887,656,190
674,1888,3494,232
675,1889,1873,230
676,1890,75,37
677,1891,117,73
678,1892,5221,239
679,1893,211,105
680,1894,6403,244
681,1895,3799,241
682,1896,294,81
683,1897,1128,185
684,1898,129,62
685,1899,100,47
686,1900,900,222
687,1901,75,40
688,1902,300,106
689,1903,70,37
690,1904,991,175
691,1905,49,32
692,1906,272,93
693,1907,12173,244
694,1908,60,33
695,1909,14472,244
696,1910,317,87
697,1911,8917,244
698,1912,8820,243
699,1914,2871,213
700,1915,45,24
701,1916,3426,242
702,1917,26818,243
703,1918,11088,243
704,1919,1019,191
705,1920,4698,241
706,1921,11000,243
707,1922,239,68
708,1923,28747,243
709,2006,16837,243
710,2007,444,106
711,2008,105,51
712,2025,2895,243
713,2026,1329,203
714,2027,1172,182
715,2028,54027,243
716,2029,533,137
717,2030,48,25
718,2058,10474,243
719,2059,4359,243
720,2060,3062,242
721,2061,149,84
722,2062,460,97
723,2063,87,43
724,2107,2604,240
725,2125,7145,243
726,2126,5485,239
727,2127,45,29
728,2128,255,105
729,2129,79,48
730,2152,870,199
731,2153,3034,241
732,2154,1180,175
733,2155,1990,207
734,2156,73,46
735,2157,138,58
736,2158,225,81
737,2165,1037,173
738,2166,1078,171
739,2167,14719,242
740,2168,574,141
741,2169,1207,199
742,2170,1009,201
743,2171,1258,162
744,2172,126,84
745,2175,128,77
746,2188,2390,214
747,2189,203,112
748,2190,348,91
749,2191,105,53
750,2192,72,57
751,2195,1248,216
752,2196,357,134
753,2197,167,88
754,2198,71,45
755,2199,88,50
756,2231,7955,241
757,2232,8058,241
758,2233,67,54
759,2234,75,38
760,2235,44,29
761,2236,2065,226
762,2237,435,154
763,2271,561,140
764,2272,986,162
765,2273,13050,241
766,2275,754,195
767,2276,393,93
768,2277,9,7
769,2278,12317,241
770,2279,2986,236
771,2280,939,163
772,2281,109,55
773,2282,2402,200
774,2292,206,113
775,2293,87,43
776,2294,12974,240
777,2295,549,125
778,2296,2600,237
779,2297,5042,240
780,2298,184,110
781,2304,124,82
782,2305,223,105
783,2306,1047,187
784,2307,215,56
785,2309,45,26
786,2310,1028,184
787,2314,721,139
788,2315,2148,230
789,2316,3366,240
790,2317,73,50
791,2318,5079,239
792,2319,25,18
793,2320,1947,227
794,2321,15974,240
795,2322,2529,233
796,2323,261,99
797,2324,26995,240
798,2325,1941,233
799,2326,49,32
800,2328,1874,224
801,2329,34110,239
802,2330,867,179
803,2331,1290,140
804,2332,213,106
805,2333,4805,231
806,2334,3430,229
807,2335,7655,239
808,2336,10507,240
809,2337,1550,226
810,2338,5204,239
811,2339,393,147
812,2340,6860,239
813,2341,318,94
814,2342,273,108
815,2343,27,22
816,2353,18459,239
817,2354,1561,236
818,2355,25521,239
819,2356,1265,199
820,2357,2632,234
821,2358,143,104
822,2359,7740,238
823,2360,2742,238
824,2384,6423,239
825,2385,1074,166
826,2386,657,159
827,2387,2530,229
828,2388,183,93
829,2389,3536,239
830,2390,2679,220
831,2391,7387,237
832,2392,1937,226
833,2393,10066,239
834,2394,8314,239
835,2395,16768,238
836,2396,27336,238
837,2424,14625,238
838,2425,627,157
839,2426,172,73
840,2427,10167,238
841,2428,6947,238
842,2429,1724,222
843,2431,7900,238
844,2432,2736,238
845,2433,4339,218
846,2434,286,71
847,2435,713,141
848,2436,1406,176
849,2437,865,193
850,2438,18,16
851,2439,1722,193
852,2440,390,120
853,2441,213,84
854,2442,1432,168
855,2443,1323,188
856,2444,88,63
857,2445,846,183
858,2446,655,165
859,2447,3402,228
860,2448,1576,207
861,2479,341,103
862,2480,40,29
863,2481,472,125
864,2482,370,124
865,2484,15,12
866,2485,7285,236
867,2486,75,39
868,2487,119,63
869,2489,25,17
870,2490,9885,236
871,2491,948,176
872,2492,847,126
873,2493,277,97
874,2494,212,89
875,2496,4541,234
876,2497,2245,228
877,2498,1020,194
878,2499,401,95
879,2500,1230,206
880,2501,9156,236
881,2502,25628,236
882,2503,130,78
883,2504,1718,207
884,2505,4764,236
885,2506,1501,190
886,2507,495,143
887,2508,23,21
888,2509,177,86
889,2510,79,54
890,2538,46,29
891,2539,11112,236
892,2540,1150,162
893,2541,10942,236
894,2542,20843,236
895,2543,59,38
896,2544,135,64
897,2545,151,65
898,2546,1118,160
899,2547,21,18
900,2548,936,183
901,2549,1765,209
902,2555,1613,223
903,2556,49,33
904,2557,310,155
905,2558,2270,222
906,2559,440,148
907,2560,1729,224
908,2561,1278,196
909,2562,270,110
910,2563,971,199
911,2564,23,13
912,2566,326,143
913,2567,4526,226
914,2568,1582,182
915,2569,62,41
916,2570,839,141
917,2571,84545,235
918,2572,15584,235
919,2573,343,93
920,2574,1594,165
921,2575,1444,153
922,2576,40,24
923,2577,253,90
924,2578,103,52
925,2579,1769,215
926,2580,9461,235
927,2581,9376,235
928,2583,2053,172
929,2584,25,23
930,2585,667,194
931,2586,183,71
932,2587,1043,194
933,2588,19,12
934,2589,370,73
935,2590,646,136
936,2591,39,29
937,2592,36,27
938,2594,2952,234
939,2595,22,20
940,2596,1759,232
941,2597,526,138
942,2598,4269,222
943,2599,15542,233
944,2600,6337,232
945,2601,21,16
946,2603,37,28
947,2604,30,19
948,2605,10326,234
949,2606,2151,223
950,2607,672,182
951,2608,54,43
952,2609,503,133
953,2610,409,92
954,2611,1287,158
955,2617,21696,233
956,2618,1376,219
957,2619,17,14
958,2620,260,76
959,2621,448,115
960,2622,4249,229
961,2623,54,38
962,2624,837,203
963,2625,693,166
964,2626,315,118
965,2627,116,60
966,2628,37179,233
967,2629,942,130
968,2630,412,102
969,2631,41,32
970,2671,16364,233
971,2672,4799,233
972,2673,153,90
973,2674,197,74
974,2675,104,55
975,2676,2203,215
976,2677,3041,228
977,2678,201,79
978,2679,61,41
979,2680,37,19
980,2681,472,129
981,2682,804,131
982,2683,28715,232
983,2684,33,21
984,2685,64,44
985,2686,6984,231
986,2687,7475,232
987,2688,6870,230
988,2689,249,72
989,2690,3126,212
990,2691,875,215
991,2692,21153,232
992,2693,1914,198
993,2694,11769,232
994,2695,115,57
995,2696,1446,224
996,2697,406,95
997,2698,31,23
998,2700,20341,232
999,2701,13580,232
1000,2702,3481,220
1001,2703,40,28
1002,2705,133,53
1003,2706,28303,232
1004,2707,8198,232
1005,2708,602,114
1006,2709,2104,213
1007,2710,22775,231
1008,2711,338,85
1009,2712,18712,231
1010,2713,4626,231
1011,2714,632,123
1012,2715,136,58
1013,2718,3499,224
1014,2719,5530,228
1015,2720,4920,231
1016,2721,710,151
1017,2722,9269,231
1018,2723,9868,231
1019,2724,10551,231
1020,2725,752,138
1021,2759,3138,206
1022,2760,53,24
1023,2761,11116,230
1024,2762,52270,230
1025,2763,14291,230
1026,2765,301,137
1027,2766,295,95
1028,2767,295,69
1029,2768,82,41
1030,2769,768,156
1031,2770,11558,228
1032,2771,1768,200
1033,2772,2271,221
1034,2773,100,51
1035,2774,778,175
1036,2775,173,86
1037,2776,150,40
1038,2793,2386,219
1039,2801,899,157
1040,2805,5545,230
1041,2806,1918,208
1042,2807,1452,215
1043,2809,290,108
1044,2810,1711,227
1045,2811,44,26
1046,2812,347,89
1047,2813,143,51
1048,2824,148,68
1049,2825,72,40
1050,2826,9112,230
1051,2827,3353,228
1052,2828,1047,185
1053,2829,1771,167
1054,2830,147,55
1055,2831,100,34
1056,2832,40,27
1057,2833,184,60
1058,2834,208,87
1059,2835,506,132
1060,2836,1395,167
1061,2837,212,89
1062,2838,30,11
1063,2839,216,72
1064,2840,6047,229
1065,2841,5071,226
1066,2842,442,130
1067,2843,1807,229
1068,2844,592,134
1069,2845,52,32
1070,2858,60820,229
1071,2860,2270,224
1072,2861,2613,207
1073,2864,191,78
1074,2865,151,41
1075,2873,228,80
1076,2881,9427,229
1077,2882,1076,166
1078,2883,1936,173
1079,2884,315,86
1080,2885,583,103
1081,2886,425,134
1082,2887,127,88
1083,2888,1289,203
1084,2889,2041,199
1085,2890,14396,229
1086,2891,1456,168
1087,2892,169,100
1088,2893,518,127
1089,2894,577,155
1090,2906,1801,170
1091,2907,1783,209
1092,2908,9559,229
1093,2909,24,17
1094,2910,68,35
1095,2911,109,51
1096,2912,3619,225
1097,2913,235,119
1098,2914,144,82
1099,2930,99,70
1100,2952,2037,249
1101,2958,9,6
1102,2959,65678,228
1103,2960,98,38
1104,2961,2046,186
1105,2962,524,172
1106,2963,132,54
1107,2964,280,133
1108,2965,449,114
1109,2966,4237,228
1110,2974,686,171
1111,2975,682,113
1112,2976,4028,224
1113,2977,444,125
1114,2978,1089,179
1115,2979,343,100
1116,2980,19,8
1117,2994,82,44
1118,2995,3401,223
1119,2996,855,156
1120,2997,33390,228
1121,2998,83,41
1122,2999,100,47
1123,3000,13865,228
1124,3001,83,49
1125,3002,468,184
1126,3003,203,110
1127,3004,1849,196
1128,3005,8316,228
1129,3006,10555,228
1130,3007,2289,222
1131,3008,790,191
1132,3009,28,21
1133,3010,400,142
1134,3050,136,66
1135,3051,1334,194
1136,3052,19617,228
1137,3053,2956,216
1138,3054,1889,226
1139,3055,643,133
1140,3056,131,78
1141,3057,59,39
1142,3064,492,135
1143,3065,41,30
1144,3077,1242,221
1145,3078,834,147
1146,3079,1570,221
1147,3080,11,10
1148,3081,16385,227
1149,3082,10764,227
1150,3083,5165,227
1151,3084,23,11
1152,3113,6380,227
1153,3114,29820,227
1154,3115,707,160
1155,3116,49,34
1156,3117,594,148
1157,3118,402,96
1158,3124,155,65
1159,3125,1306,187
1160,3127,624,166
1161,3128,320,98
1162,3129,1905,211
1163,3131,25,24
1164,3145,1215,152
1165,3146,4331,227
1166,3147,33140,227
1167,3148,8319,227
1168,3149,67,47
1169,3150,353,134
1170,3155,4112,224
1171,3156,4997,226
1172,3157,6364,226
1173,3158,394,133
1174,3159,4987,226
1175,3160,14261,226
1176,3161,215,113
1177,3162,100,53
1178,3163,1630,177
1179,3173,4855,225
1180,3174,9324,226
1181,3175,16713,226
1182,3176,16191,226
1183,3177,1508,206
1184,3178,5370,226
1185,3179,1702,204
1186,3180,398,118
1187,3181,1458,205
1188,3182,1007,183
1189,3183,217,80
1190,3184,48,33
1191,3185,2213,179
1192,3186,5931,226
1193,3187,30,22
1194,3188,329,82
1195,3189,2048,205
1196,3190,1137,186
1197,3191,8,8
1198,3192,157,78
1199,3193,10,10
1200,3225,1023,179
1201,3226,6,6
1202,3227,14,13
1203,3228,28,23
1204,3237,10,10
1205,3238,1329,166
1206,3239,214,69
1207,3240,206,71
1208,3241,377,102
1209,3242,59,35
1210,3273,7862,224
1211,3275,11214,224
1212,3276,312,103
1213,3277,12,11
1214,3278,8,8
1215,3279,23,19
1216,3281,366,112
1217,3282,116,71
1218,3285,7481,224
1219,3286,935,193
1220,3287,1053,201
1221,3288,30,26
1222,3289,418,146
1223,3290,3,3
1224,3291,26,22
1225,3293,33,28
1226,3298,5291,222
1227,3299,938,156
1228,3300,10085,224
1229,3301,8909,224
1230,3302,282,86
1231,3303,87,63
1232,3316,2686,215
1233,3317,7567,224
1234,3318,209,76
1235,3319,145,54
1236,3320,443,129
1237,3321,22,20
1238,3322,78,56
1239,3323,90,62
1240,3324,1143,176
1241,3325,997,151
1242,3326,1013,144
1243,3327,801,159
1244,3328,5133,224
1245,3352,32,29
1246,3353,41,34
1247,3354,7995,223
1248,3355,4459,223
1249,3356,3,3
1250,3357,552,108
1251,3378,64,50
1252,3381,8,7
1253,3407,26,24
1254,3408,20316,223
1255,3409,7658,223
1256,3410,55,36
1257,3411,7,5
1258,3452,5169,223
1259,3453,676,138
1260,3454,437,145
1261,3455,28,27
1262,3456,442,152
1263,3457,619,135
1264,3474,137,81
1265,3481,19130,223
1266,3483,3103,223
1267,3484,2706,219
1268,3509,441,112
1269,3510,9888,222
1270,3511,579,152
1271,3512,3015,209
1272,3513,2847,209
1273,3514,257,76
1274,3515,1340,177
1275,3518,261,98
1276,3534,5567,222
1277,3535,12952,222
1278,3536,4675,215
1279,3537,288,90
1280,3538,1332,166
1281,3539,471,152
1282,3540,155,65
1283,3541,16,14
1284,3553,687,172
1285,3554,1177,197
1286,3555,8580,222
1287,3556,7555,222
1288,3562,171,83
1289,3563,493,174
1290,3564,1839,221
1291,3565,2218,215
1292,3566,1551,184
1293,3567,193,80
1294,3568,110,43
1295,3569,1036,211
1296,3570,45,27
1297,3571,651,138
1298,3574,155,91
1299,3575,54,41
1300,3578,48666,222
1301,3579,333,97
1302,3580,197,58
1303,3581,995,205
1304,3582,3,3
1305,3593,4965,221
1306,3594,1514,212
1307,3595,65,46
1308,3596,365,124
1309,3597,432,105
1310,3598,1312,180
1311,3609,74,47
1312,3615,3176,220
1313,3616,1657,200
1314,3617,9578,221
1315,3618,2289,213
1316,3620,256,80
1317,3623,21073,221
1318,3624,10698,221
1319,3625,74,43
1320,3626,298,120
1321,3631,44,40
1322,3636,60,47
1323,3646,3473,220
1324,3647,10,9
1325,3665,184,90
1326,3666,113,71
1327,3717,12888,220
1328,3718,417,124
1329,3719,334,109
1330,3720,667,163
1331,3721,118,46
1332,3722,63,45
1333,3743,701,160
1334,3744,5079,220
1335,3745,6628,220
1336,3746,403,135
1337,3747,869,155
1338,3748,34,27
1339,3749,139,69
1340,3750,5,5
1341,3751,20834,220
1342,3752,11396,220
1343,3753,17008,220
1344,3754,1807,205
1345,3755,13029,220
1346,3756,266,86
1347,3783,2226,212
1348,3784,1814,209
1349,3785,12503,219
1350,3786,2244,215
1351,3787,537,145
1352,3790,302,102
1353,3793,36030,219
1354,3794,873,139
1355,3795,277,87
1356,3796,164,91
1357,3797,284,97
1358,3798,7671,219
1359,3799,1366,217
1360,3800,64,54
1361,3817,86,47
1362,3820,212,89
1363,3821,3981,219
1364,3822,683,187
1365,3823,425,105
1366,3824,1701,204
1367,3825,5594,218
1368,3826,8898,218
1369,3827,6413,219
1370,3828,7,7
1371,3829,44,34
1372,3830,364,124
1373,3831,1706,203
1374,3839,228,102
1375,3851,434,120
1376,3852,1929,196
1377,3853,52,30
1378,3854,334,144
1379,3855,388,122
1380,3856,7,6
1381,3857,829,159
1382,3858,860,176
1383,3859,454,113
1384,3860,69,35
1385,3861,3361,214
1386,3862,304,114
1387,3863,10172,218
1388,3864,1640,204
1389,3865,1046,158
1390,3866,36,30
1391,3867,91,50
1392,3874,110,53
1393,3876,64,48
1394,3879,1635,201
1395,3880,112,58
1396,3881,72,51
1397,3882,6161,218
1398,3883,62,39
1399,3884,264,85
1400,3885,220,96
1401,3886,216,90
1402,3887,28,22
1403,3888,71,52
1404,3889,1438,195
1405,3890,12,9
1406,3891,34,29
1407,3892,371,148
1408,3893,5259,210
1409,3894,165,79
1410,3895,875,175
1411,3896,1719,199
1412,3897,22796,217
1413,3898,487,134
1414,3899,59,41
1415,3900,162,69
1416,3901,814,141
1417,3902,93,41
1418,3903,269,80
1419,3904,11,10
1420,3905,147,88
1421,3906,497,165
1422,3907,25,19
1423,3908,1264,185
1424,3909,707,143
1425,3910,4750,217
1426,3911,12547,217
1427,3912,283,89
1428,3913,132,45
1429,3914,384,117
1430,3915,842,151
1431,3916,10366,217
1432,3943,803,160
1433,3944,86,56
1434,3945,538,180
1435,3946,1249,194
1436,3948,21797,216
1437,3949,23400,216
1438,3950,1454,198
1439,3951,236,77
1440,3952,2756,197
1441,3953,1483,179
1442,3954,53,37
1443,3955,1151,188
1444,3956,646,126
1445,3967,10130,216
1446,3968,5434,216
