,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,release,movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western
15,80159880,Movie,ATM,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","United States, Canada","September 5, 2018",2012,TV-14,122 min,"Comedies, International Movies, Romantic Movies","When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.",2012,96456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,70142798,Movie,Phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong",Thailand,"September 5, 2018",2009,TV-MA,125 min,"Horror Movies, International Movies","From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.",2009,171235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17,70062814,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",Thailand,"September 5, 2018",2004,TV-MA,96 min,"Horror Movies, International Movies","After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",2004,45003,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
18,80147760,Movie,Carrie Pilby,Susan Johnson,"Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges",United States,"September 5, 2017",2016,TV-14,98 min,"Comedies, Dramas","A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",2016,169792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,80177405,Movie,Marc Maron: Too Real,Lynn Shelton,Marc Maron,United States,"September 5, 2017",2017,TV-MA,70 min,Stand-Up Comedy,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",2017,177565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,80052612,Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","United Kingdom, France","September 4, 2018",2015,R,88 min,"Comedies, International Movies, Romantic Movies","A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",2015,132660,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21,70212504,Movie,Big Miracle,Ken Kwapis,"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom","September 30, 2018",2012,PG,107 min,"Children & Family Movies, Dramas","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",2012,92335,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22,80187061,Movie,The Mayor,Park In-je,"Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park",South Korea,"September 30, 2017",2017,TV-MA,130 min,"Dramas, International Movies","With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.",2017,180571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,80081155,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn",,"Denmark, United States","September 30, 2016",2016,TV-MA,92 min,Documentaries,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,2016,164540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,80198585,Movie,The Debt Collector,Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States","September 3, 2018",2018,TV-MA,96 min,Action & Adventure,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.",2018,187085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,80128722,Movie,Gerald's Game,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",United States,"September 29, 2017",2017,TV-MA,103 min,"Horror Movies, Thrillers","When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",2017,178667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,80182115,Movie,Long Shot,Jacob LaMendola,,United States,"September 29, 2017",2017,TV-14,40 min,Documentaries,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary.",2017,178843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,80104068,Movie,Our Souls at Night,Ritesh Batra,"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville",United States,"September 29, 2017",2017,TV-14,103 min,"Dramas, Romantic Movies","After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.",2017,178509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,80119349,Movie,Out of Thin Air,Dylan Howitt,,,"September 29, 2017",2017,TV-14,85 min,"Documentaries, International Movies","Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted.",2017,182367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,80019931,Movie,"Monster High: Boo York, Boo York",William Lau,"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",United States,"September 29, 2015",2015,TV-Y7,72 min,"Children & Family Movies, Music & Musicals",Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,2015,171939,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,81004470,Movie,Animal World,Han Yan,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,"September 28, 2018",2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",2018,190399,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,81012295,Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,"September 27, 2018",2016,TV-14,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",2016,176721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,80060037,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco","September 27, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,2015,142865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,60003155,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett",United States,"September 27, 2011",2000,TV-PG,75 min,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.",2000,141676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,80215923,Movie,The Hurricane Heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",United States,"September 26, 2018",2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,2018,185171,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,80151483,Movie,Def Comedy Jam 25,Louis J. Horvitz,"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole",United States,"September 26, 2017",2017,TV-MA,82 min,Stand-Up Comedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",2017,178747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,80005444,Movie,Print the Legend,"Luis Lopez, Clay Tweel",,United States,"September 26, 2014",2014,TV-14,100 min,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",2014,125537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,80166318,Movie,Leap!,"Eric Summer, Éric Warin","Bronwen Mantel, Mel Brooks, Maddie Ziegler, Dane DeHaan, Julie Khaner, Elle Fanning, Terrence Scammell, Tamir Kapelian, Carly Rae Jepsen","France, Canada","September 25, 2019",2016,PG,89 min,"Children & Family Movies, Comedies","Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights.",2016,167620,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
38,80108976,Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris",United States,"September 25, 2019",2016,R,130 min,Action & Adventure,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",2016,163911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,80208155,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,"September 25, 2018",2018,PG,110 min,Children & Family Movies,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.",2018,184987,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
40,70304191,Movie,Swearnet: The Movie,Warren P. Sonoda,"Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green",Canada,"September 24, 2017",2014,NR,112 min,"Comedies, International Movies","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",2014,132132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,80103311,Movie,The Bar,Álex de la Iglesia,"Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa, Jaime Ordoñez, Terele Pávez, Joaquín Climent, Alejandro Awada","Spain, Argentina","September 24, 2017",2017,TV-MA,102 min,"Comedies, Horror Movies, International Movies",Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,2017,170555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,80097321,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk",,United States,"September 23, 2016",2016,TV-14,99 min,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",2016,164264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,80106966,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,"September 23, 2016",2016,TV-MA,78 min,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",2016,164268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,80211380,Movie,In Darkness,Anthony Byrne,"Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","United Kingdom, United States","September 22, 2018",2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers","A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",2018,189061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,80196586,Movie,Gaga: Five Foot Two,Chris Moukarbel,Lady Gaga,United States,"September 22, 2017",2017,TV-MA,101 min,"Documentaries, Music & Musicals","Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",2017,178323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,80214464,Movie,Rafinha Bastos: Ultimatum,,Rafinha Bastos,Brazil,"September 21, 2018",2018,TV-MA,63 min,Stand-Up Comedy,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",2018,193849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,80150502,Movie,Mad World,Chun Wong,"Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong",Hong Kong,"September 20, 2018",2016,TV-MA,102 min,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",2016,188937,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
48,80203776,Movie,Bitcoin Heist,Ham Tran,"Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My",Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",2016,177207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,80143797,Movie,I Am Not Madame Bovary,Feng Xiaogang,"Fan Bingbing, Guo Tao, Da Peng, Zhang Jiayi, Yu Hewei, Yi Zhao, Zonghan Li, Zhao Lixin, Tian Xiaojie, Yin Yuanzhang, Enhe Feng, Xin Liu, Jiang Yongbo",China,"September 2, 2017",2016,TV-14,139 min,"Comedies, Dramas, International Movies","To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",2016,170889,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50,80161931,Movie,Vincent N Roxxy,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",2016,164939,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
51,80017275,Movie,Miss Julie,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Norway, United Kingdom, France, Ireland","September 2, 2015",2014,PG-13,130 min,"Dramas, International Movies","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",2014,127305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,80190449,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,"September 19, 2018",2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",2017,176567,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
53,80163156,Movie,Jerry Before Seinfeld,Michael Bonfiglio,Jerry Seinfeld,United States,"September 19, 2017",2017,TV-14,62 min,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.",2017,177883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,80987075,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,"September 18, 2018",2018,TV-14,103 min,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.",2018,189105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,80066798,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,"September 18, 2015",2015,TV-PG,82 min,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",2015,144198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,70229037,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,Sebastian Maniscalco,United States,"September 17, 2019",2012,TV-14,76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",2012,121715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,80037280,Movie,The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry","United Kingdom, Canada, United States","September 17, 2018",2015,R,92 min,"Horror Movies, Independent Movies","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",2015,140267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,80058248,Movie,I Am Wrath,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",United States,"September 16, 2019",2016,R,91 min,"Action & Adventure, Dramas","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",2016,157407,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
59,70307661,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,"September 16, 2018",2014,R,93 min,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,2014,113780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,70117312,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan","September 16, 2018",2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",2010,79702,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
