movieId,title,release,title_lower,new_title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western
722,"Haunted World of Edward D. Wood Jr., The",1996.0,"haunted world of edward d. wood jr., the",the haunted world of edward d. wood jr.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724,"Craft, The",1996.0,"craft, the",the craft,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
725,"Great White Hype, The",1996.0,"great white hype, the",the great white hype,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,Last Dance,1996.0,last dance,last dance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
731,Heaven's Prisoners,1996.0,heaven's prisoners,heaven's prisoners,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
732,Original Gangstas,1996.0,original gangstas,original gangstas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
733,"Rock, The",1996.0,"rock, the",the rock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
734,Getting Away With Murder,1996.0,getting away with murder,getting away with murder,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
736,Twister,1996.0,twister,twister,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
737,Barb Wire,1996.0,barb wire,barb wire,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
739,Honey Moon (Honigmond),1996.0,honey moon (honigmond),honey moon (honigmond),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
742,Thinner,1996.0,thinner,thinner,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
743,Spy Hard,1996.0,spy hard,spy hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
747,"Stupids, The",1996.0,"stupids, the",the stupids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
748,"Arrival, The",1996.0,"arrival, the",the arrival,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
761,"Phantom, The",1996.0,"phantom, the",the phantom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Striptease,1996.0,striptease,striptease,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
763,"Last of the High Kings, The (a.k.a. Summer Fling)",1996.0,"last of the high kings, the (a.k.a. summer fling)",the (a.k.a. summer fling) last of the high kings,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
765,Jack,1996.0,jack,jack,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
766,I Shot Andy Warhol,1996.0,i shot andy warhol,i shot andy warhol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
769,Marlene Dietrich: Shadow and Light,1996.0,marlene dietrich: shadow and light,marlene dietrich: shadow and light,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,Trainspotting,1996.0,trainspotting,trainspotting,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
779,'Til There Was You,1997.0,'til there was you,'til there was you,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
780,Independence Day (a.k.a. ID4),1996.0,independence day (a.k.a. id4),independence day (a.k.a. id4),1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
781,Stealing Beauty,1996.0,stealing beauty,stealing beauty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,"Fan, The",1996.0,"fan, the",the fan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
783,"Hunchback of Notre Dame, The",1996.0,"hunchback of notre dame, the",the hunchback of notre dame,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
784,"Cable Guy, The",1996.0,"cable guy, the",the cable guy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
785,Kingpin,1996.0,kingpin,kingpin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
786,Eraser,1996.0,eraser,eraser,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
788,"Nutty Professor, The",1996.0,"nutty professor, the",the nutty professor,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
798,Daylight,1996.0,daylight,daylight,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
799,"Frighteners, The",1996.0,"frighteners, the",the frighteners,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
800,Lone Star,1996.0,lone star,lone star,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
801,Harriet the Spy,1996.0,harriet the spy,harriet the spy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
802,Phenomenon,1996.0,phenomenon,phenomenon,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
803,Walking and Talking,1996.0,walking and talking,walking and talking,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
804,She's the One,1996.0,she's the one,she's the one,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
805,"Time to Kill, A",1996.0,"time to kill, a",a time to kill,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
806,American Buffalo,1996.0,american buffalo,american buffalo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
808,Alaska,1996.0,alaska,alaska,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,Fled,1996.0,fled,fled,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Kazaam,1996.0,kazaam,kazaam,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
813,Larger Than Life,1996.0,larger than life,larger than life,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,Power 98,1996.0,power 98,power 98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
818,"Very Brady Sequel, A",1996.0,"very brady sequel, a",a very brady sequel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
825,Regular Guys (Echte Kerle),1996.0,regular guys (echte kerle),regular guys (echte kerle),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
828,"Adventures of Pinocchio, The",1996.0,"adventures of pinocchio, the",the adventures of pinocchio,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
829,Joe's Apartment,1996.0,joe's apartment,joe's apartment,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
830,"First Wives Club, The",1996.0,"first wives club, the",the first wives club,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
832,Ransom,1996.0,ransom,ransom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
833,High School High,1996.0,high school high,high school high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,Phat Beach,1996.0,phat beach,phat beach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
835,Foxfire,1996.0,foxfire,foxfire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
836,Chain Reaction,1996.0,chain reaction,chain reaction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
837,Matilda,1996.0,matilda,matilda,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
838,Emma,1996.0,emma,emma,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
839,"Crow: City of Angels, The",1996.0,"crow: city of angels, the",the crow: city of angels,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
840,House Arrest,1996.0,house arrest,house arrest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
842,Tales from the Crypt Presents: Bordello of Blood,1996.0,tales from the crypt presents: bordello of blood,tales from the crypt presents: bordello of blood,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
847,"Big Squeeze, The",1996.0,"big squeeze, the",the big squeeze,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
848,"Spitfire Grill, The",1996.0,"spitfire grill, the",the spitfire grill,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
849,Escape from L.A.,1996.0,escape from l.a.,escape from l.a.,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
851,Basquiat,1996.0,basquiat,basquiat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
852,Tin Cup,1996.0,tin cup,tin cup,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
859,"Hippie Revolution, The",1996.0,"hippie revolution, the",the hippie revolution,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862,Manny & Lo,1996.0,manny & lo,manny & lo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
865,Small Faces,1996.0,small faces,small faces,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
866,Bound,1996.0,bound,bound,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
867,Carpool,1996.0,carpool,carpool,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
869,Kansas City,1996.0,kansas city,kansas city,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
870,Gone Fishin',1997.0,gone fishin',gone fishin',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
871,Lover's Knot,1996.0,lover's knot,lover's knot,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
877,Girls Town,1996.0,girls town,girls town,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
879,"Relic, The",1997.0,"relic, the",the relic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
880,"Island of Dr. Moreau, The",1996.0,"island of dr. moreau, the",the island of dr. moreau,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
881,First Kid,1996.0,first kid,first kid,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
882,"Trigger Effect, The",1996.0,"trigger effect, the",the trigger effect,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
884,Sweet Nothing,1996.0,sweet nothing,sweet nothing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
885,Bogus,1996.0,bogus,bogus,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
886,Bulletproof,1996.0,bulletproof,bulletproof,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
887,Talk of Angels,1998.0,talk of angels,talk of angels,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
892,Twelfth Night,1996.0,twelfth night,twelfth night,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
893,Mother Night,1996.0,mother night,mother night,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
981,Dangerous Ground,1997.0,dangerous ground,dangerous ground,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
984,"Pompatus of Love, The",1996.0,"pompatus of love, the",the pompatus of love,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
986,Fly Away Home,1996.0,fly away home,fly away home,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
987,Bliss,1997.0,bliss,bliss,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
988,Grace of My Heart,1996.0,grace of my heart,grace of my heart,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
990,Maximum Risk,1996.0,maximum risk,maximum risk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,Michael Collins,1996.0,michael collins,michael collins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
992,"Rich Man's Wife, The",1996.0,"rich man's wife, the",the rich man's wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
993,Infinity,1996.0,infinity,infinity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
994,Big Night,1996.0,big night,big night,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
996,Last Man Standing,1996.0,last man standing,last man standing,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
997,Caught,1996.0,caught,caught,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
998,Set It Off,1996.0,set it off,set it off,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,2 Days in the Valley,1996.0,2 days in the valley,2 days in the valley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,Curdled,1996.0,curdled,curdled,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1002,Ed's Next Move,1996.0,ed's next move,ed's next move,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1003,Extreme Measures,1996.0,extreme measures,extreme measures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1004,"Glimmer Man, The",1996.0,"glimmer man, the",the glimmer man,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1005,D3: The Mighty Ducks,1996.0,d3: the mighty ducks,d3: the mighty ducks,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1006,"Chamber, The",1996.0,"chamber, the",the chamber,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1034,Freeway,1996.0,freeway,freeway,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1038,Unhook the Stars,1996.0,unhook the stars,unhook the stars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1040,"Secret Agent, The",1996.0,"secret agent, the",the secret agent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1041,Secrets & Lies,1996.0,secrets & lies,secrets & lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1042,That Thing You Do!,1996.0,that thing you do!,that thing you do!,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1043,To Gillian on Her 37th Birthday,1996.0,to gillian on her 37th birthday,to gillian on her 37th birthday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1044,Surviving Picasso,1996.0,surviving picasso,surviving picasso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1045,Love Is All There Is,1996.0,love is all there is,love is all there is,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1046,Beautiful Thing,1996.0,beautiful thing,beautiful thing,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1047,"Long Kiss Goodnight, The",1996.0,"long kiss goodnight, the",the long kiss goodnight,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1049,"Ghost and the Darkness, The",1996.0,"ghost and the darkness, the",the ghost and the darkness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Looking for Richard,1996.0,looking for richard,looking for richard,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1051,Trees Lounge,1996.0,trees lounge,trees lounge,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1052,"Proprietor, The",1996.0,"proprietor, the",the proprietor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1053,Normal Life,1996.0,normal life,normal life,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1054,Get on the Bus,1996.0,get on the bus,get on the bus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1055,Shadow Conspiracy,1997.0,shadow conspiracy,shadow conspiracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1056,Jude,1996.0,jude,jude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1057,Everyone Says I Love You,1996.0,everyone says i love you,everyone says i love you,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1058,Bitter Sugar (Azúcar amarga),1996.0,bitter sugar (azúcar amarga),bitter sugar (azúcar amarga),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1059,William Shakespeare's Romeo + Juliet,1996.0,william shakespeare's romeo + juliet,william shakespeare's romeo + juliet,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1060,Swingers,1996.0,swingers,swingers,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1061,Sleepers,1996.0,sleepers,sleepers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1062,"Sunchaser, The",1996.0,"sunchaser, the",the sunchaser,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1063,Johns,1996.0,johns,johns,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1064,Aladdin and the King of Thieves,1996.0,aladdin and the king of thieves,aladdin and the king of thieves,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1098,"Search for One-eye Jimmy, The",1996.0,"search for one-eye jimmy, the",the search for one-eye jimmy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1102,American Strays,1996.0,american strays,american strays,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Children of the Corn IV: The Gathering,1996.0,children of the corn iv: the gathering,children of the corn iv: the gathering,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1106,"Leopard Son, The",1996.0,"leopard son, the",the leopard son,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1109,Charm's Incidents (Charms Zwischenfälle),1996.0,charm's incidents (charms zwischenfälle),charm's incidents (charms zwischenfälle),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1110,Bird of Prey,1996.0,bird of prey,bird of prey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1996.0,microcosmos (microcosmos: le peuple de l'herbe),microcosmos (microcosmos: le peuple de l'herbe),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1112,Palookaville,1996.0,palookaville,palookaville,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
